Adhyaaya # अध्यायः,Paada # पादः,Sutra_num सू. सं.,Sutra_krama सू. क्र. सं,Akaaraadi_krama अकारादि क्र. सं,Kaumudi_krama कौमुदी क्र. सं,Sutra_id पूर्ण सू. सं.,Sutra_type सूत्रलक्षणम्‌,Term संज्ञा,Metarule परिभाषा,Special_case अतिदेशः,Influence अधिकारः,Commentary व्याख्यानम्‌,Sutra_text सूत्रम्‌,PadacCheda पद्च्छेदः,SamasacCheda समासच्छेदः,Anuvrtti pada sutra # अनुवृत्ति-पदम् सूत्र-सङ्ख्या,PadacCheda_notes
4,4,14,44014,563,1564,4.4.14,,,,,,4.4.14,आयुधाच्छ च |,आयुधात् ५/१ छ १/१ (लुप्तप्रथमान्तनिर्देशः) च ०/०,आयुधात् ५/१ छ १/१ (लुप्तप्रथमान्तनिर्देशः) च  ०/०,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44002: तेन | 44012: जीवति | 44013: ठन्,
4,4,15,44015,3907,1565,4.4.15,,,,,,4.4.15,हरत्युत्सङ्गादिभ्यः |,हरति (क्रियापदम्) उत्सङ्गादिभ्यः ५/३,हरति (क्रियापदम्) उत्सङ्ग-आदिभ्यः  ५/३,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44002: तेन,
4,4,16,44016,2655,1566,4.4.16,,,,,,4.4.16,भस्त्राऽऽदिभ्यः ष्ठन् |,भस्त्राऽऽदिभ्यः ५/३ ष्ठन् १/१,भस्त्रा-आदिभ्यः ५/३ ष्ठन्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44002: तेन | 44015: हरति,
4,4,17,44017,3224,1567,4.4.17,,,,,,4.4.17,विभाषा विवधवीवधात्‌ |,विभाषा १/१ विवधवीवधात् ५/१,विभाषा १/१  विवध-वीवधात् ५/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44002: तेन | 44015: हरति | 44016: ष्ठन्,
4,4,18,44018,92,1568,4.4.18,,,,,,4.4.18,अण् कुटिलिकायाः |,अण् १/१ कुटिलिकायाः ५/१,अण् १/१ कुटिलिकायाः  ५/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44002: तेन | 44015: हरति,
4,4,19,44019,2199,1569,4.4.19,,,,,,4.4.19,निर्वृत्तेऽक्षद्यूतादिभ्यः |,निर्वृत्ते ७/१ अक्षद्यूतादिभ्यः ५/३,निर्वृत्ते ७/१ अक्ष-द्यूत-आदिभ्यः  ५/३,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44002: तेन,
4,4,20,44020,1187,1570,4.4.20,,,,,,4.4.20,क्त्रेर्मम् नित्यं |,क्‍त्रेः ५/१ मप् १/१ नित्यम् १/१,क्‍त्रेः ५/१  मप् १/१ नित्यम्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44002: तेन | 44019: निर्वृत्ते,
4,4,21,44021,278,1571,4.4.21,,,,,,4.4.21,अपमित्ययाचिताभ्यां कक्कनौ |,अपमित्ययाचिताभ्याम् ५/२ कक्कनौ १/२,अपमित्य-याचिताभ्याम् ५/२ कक्-कनौ  १/२,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44002: तेन | 44019: निर्वृत्ते,
4,4,22,44022,3565,1572,4.4.22,,,,,,4.4.22,संसृष्टे |,संसृष्टे ७/१,संसृष्टे ७/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44002: तेन,
4,4,23,44023,1426,1573,4.4.23,,,,,,4.4.23,चूर्णादिनिः |,चूर्णात् ५/१ इनिः १/१,चूर्णात् ५/१ इनिः  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44002: तेन | 44022: संसृष्टे,
4,4,24,44024,2973,1574,4.4.24,,,,,,4.4.24,लवणाल्लुक् |,लवणात् ५/१ लुक् १/१,लवणात् ५/१ लुक्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44002: तेन | 44022: संसृष्टे,
4,4,25,44025,2790,1575,4.4.25,,,,,,4.4.25,मुद्गादण् |,मुद्गात् ५/१ अण् १/१,मुद्गात् ५/१ अण्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44002: तेन | 44022: संसृष्टे,
4,4,26,44026,3321,1576,4.4.26,,,,,,4.4.26,व्यञ्जनैरुपसिक्ते |,व्यञ्जनैः ३/३ उपसिक्ते ७/१,व्यञ्जनैः ३/३ उपसिक्ते ७/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44002: तेन,
4,4,27,44027,933,1577,4.4.27,,,,,,4.4.27,ओजस्सहोऽम्भसा वर्तते |,ओजःसहोम्भसा ३/१ वर्तते (क्रियापदम्),ओजः-सहः-अम्भसा ३/१ वर्तते (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44002: तेन,
4,4,28,44028,1600,1578,4.4.28,,,,,,4.4.28,तत् प्रत्यनुपूर्वमीपलोमकूलम् |,तत् २/१ प्रत्यनुपूर्वम् २/१ ईपलोमकूलम् २/१,तत् २/१ प्रति-अनु-पूर्वम् २/१ ईप-लोम-कूलम्  २/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44027: वर्तते,
4,4,29,44029,2318,1579,4.4.29,,,,,,4.4.29,परिमुखं च |,परिमुखम् २/१ च ०/०,परिमुखम् २/१ च  ०/०,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44027: वर्तते | 44028: तत्,
4,4,30,44030,2496,1580,4.4.30,,,,,,4.4.30,प्रयच्छति गर्ह्यम् |,प्रयच्छति (क्रियापदम्) गर्ह्यम् २/१,प्रयच्छति (क्रियापदम्) गर्ह्यम्  २/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,31,44031,1127,1581,4.4.31,,,,,,4.4.31,कुसीददशैकादशात्‌ ष्ठन्ष्ठचौ |,कुसीददशैकादशात् ५/१ ष्ठन्ष्ठचौ १/२,कुसीद-दशैकादशात् ५/१ ष्ठन्-ष्ठचौ  १/२,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44028: तत् | 44030: प्रयच्छति गर्ह्यम्,
4,4,32,44032,704,1582,4.4.32,,,,,,4.4.32,उञ्छति |,उञ्छति (क्रियापदम्),उञ्छति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,33,44033,2901,1583,4.4.33,,,,,,4.4.33,रक्षति |,रक्षति (क्रियापदम्),रक्षति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,34,44034,3359,1584,4.4.34,,,,,,4.4.34,शब्ददर्दुरं करोति |,शब्ददर्दुरम् २/१ करोति (क्रियापदम्),शब्द-दर्दुरम् २/१ करोति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,35,44035,2254,1585,4.4.35,,,,,,4.4.35,पक्षिमत्स्यमृगान् हन्ति |,पक्षिमत्स्यमृगान् २/३ हन्ति (क्रियापदम्),पक्षि-मत्स्य-मृगान् २/३ हन्ति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,36,44036,2313,1586,4.4.36,,,,,,4.4.36,परिपन्थं च तिष्ठति |,परिपन्थम् २/१ च ०/० तिष्ठति (क्रियापदम्),परिपन्थम् २/१ च  ०/०  तिष्ठति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत् | 44035: हन्ति,
4,4,37,44037,2769,1587,4.4.37,,,,,,4.4.37,माथोत्तरपदपदव्यनुपदं धावति |,माथोत्तरपदपदव्यनुपदम् २/१ धावति (क्रियापदम्),माथ-उत्तरपद-पदवी-अनुपदम् २/१ धावति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,38,44038,464,1588,4.4.38,,,,,,4.4.38,आक्रन्दाट्ठञ्च |,आक्रन्दात् ५/१ ठञ् १/१ च ०/०,आक्रन्दात् ५/१ ठञ् १/१ च ०/०,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत् | 44037: धावति,
4,4,39,44039,2292,1589,4.4.39,,,,,,4.4.39,पदोत्तरपदं गृह्णाति |,पदोत्तरपदम् २/१ गृह्णाति (क्रियापदम्),पद-उत्तरपदम् २/१ गृह्णाति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,40,44040,2462,1590,4.4.40,,,,,,4.4.40,प्रतिकण्ठार्थललामं च |,प्रतिकण्ठार्थललामम् २/१ च ०/०,प्रतिकण्ठ-अर्थ-ललामम् २/१ च  ०/०,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत् | 44039: गृह्णाति,
4,4,41,44041,1991,1591,4.4.41,,,,,,4.4.41,धर्मं चरति |,धर्मम् २/१ चरति (क्रियापदम्),धर्मम् २/१ चरति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,42,44042,2465,1592,4.4.42,,,,,,4.4.42,प्रतिपथमेति ठंश्च |,प्रतिपथम् २/१ एति (क्रियापदम्) ठन् १/१ च ०/०,प्रतिपथम् २/१ एति (क्रियापदम्) ठन् १/१   च ०/०,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,43,44043,3628,1593,4.4.43,,,,,,4.4.43,समवायान् समवैति |,समवायान् २/३ समवैति (क्रियापदम्),समवायान् २/३ समवैति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,44,44044,2321,1594,4.4.44,,,,,,4.4.44,परिषदो ण्यः |,परिषदः ५/१ ण्यः १/१,परिषदः ५/१ ण्यः  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44028: तत् | 44043: समवैति,
4,4,45,44045,3786,1595,4.4.45,,,,,,4.4.45,सेनाया वा |,सेनायाः ५/१ वा ०/०,सेनायाः ५/१ वा ०/०,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44028: तत् | 44043: समवैति | 44044: ण्यः,
4,4,46,44046,3540,1596,4.4.46,,,,,,4.4.46,संज्ञायां ललाटकुक्कुट्यौ पश्यति |,संज्ञायाम् ७/१ ललाटकुक्‍कुट्यौ २/२ पश्यति (क्रियापदम्),संज्ञायाम् ७/१ ललाट-कुक्‍कुट्यौ २/२ पश्यति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44028: तत्,
4,4,47,44047,1694,1597,4.4.47,,,,,,4.4.47,तस्य धर्म्यम् |,तस्य ६/१ धर्म्यम् १/१,तस्य  ६/१  धर्म्यम्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक्,
4,4,48,44048,94,1598,4.4.48,,,,,,4.4.48,अण् महिष्यादिभ्यः |,अण् १/१ महिष्यादिभ्यः ५/३,अण् १/१ महिषी-आदिभ्यः  ५/३,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44047: तस्य धर्म्यम्,
4,4,49,44049,861,1599,4.4.49,,,,,,4.4.49,ऋतोऽञ् |,ऋतः ५/१ अञ् १/१,ऋतः ५/१ अञ्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44047: तस्य धर्म्यम्,
4,4,50,44050,375,1600,4.4.50,,,,,,4.4.50,अवक्रयः |,अवक्रयः १/१,अवक्रयः  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44047: तस्य,
4,4,51,44051,1636,1601,4.4.51,,,,,,4.4.51,तदस्य पण्यम् |,तत् १/१ अस्य ६/१ पण्यम् १/१,तत् १/१ अस्य  ६/१  पण्यम्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक्,
4,4,52,44052,2972,1602,4.4.52,,,,,,4.4.52,लवणाट्ठञ् |,लवणात् ५/१ ठञ् १/१,लवणात् ५/१ ठञ्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44051: तदस्य पण्यम्,
4,4,53,44053,1097,1603,4.4.53,,,,,,4.4.53,किशरादिभ्यः ष्ठन् |,किशरादिभ्यः ५/३ ष्ठन् १/१,किशर-आदिभ्यः ५/३ ष्ठन्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44051: तदस्य पण्यम्,
4,4,54,44054,3377,1604,4.4.54,,,,,,4.4.54,शलालुनोऽन्यतरस्याम् |,शलालुनः ५/१ अन्यतरस्याम् ७/१,शलालुनः ५/१ अन्यतरस्याम् ७/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44051: तदस्य पण्यम् | 44053: ष्ठन्,
4,4,55,44055,3397,1605,4.4.55,,,,,,4.4.55,शिल्पम्‌ |,शिल्पम् १/१,शिल्पम् १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44051: तदस्य,
4,4,56,44056,2712,1606,4.4.56,,,,,,4.4.56,मड्डुकझर्झरादणन्यतरस्याम् |,मड्‍डुकझर्झरात् ५/१ अण् १/१ अन्यतरस्याम् ७/१,मड्‍डुक-झर्झरात् ५/१ अण् १/१ अन्यतरस्याम् ७/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44051: तदस्य | 44055: शिल्पम्,
4,4,57,44057,2516,1607,4.4.57,,,,,,4.4.57,प्रहरणम् |,प्रहरणम् १/१,प्रहरणम्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44051: तदस्य,
4,4,58,44058,2299,1608,4.4.58,,,,,,4.4.58,परश्वधाट्ठञ्च |,परश्वधात् ५/१ ठञ् १/१ च ०/०,परश्वधात् ५/१ ठञ् १/१ च  ०/०,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44051: तदस्य | 44057: प्रहरणम्,
4,4,59,44059,3348,1609,4.4.59,,,,,,4.4.59,शक्तियष्ट्योरीकक् |,शक्तियष्ट्‍योः ६/२ ईकक् १/१,शक्ति-यष्ट्‍योः ६/२  ईकक्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44051: तदस्य | 44057: प्रहरणम्,
4,4,60,44060,436,1610,4.4.60,,,,,,4.4.60,अस्तिनास्तिदिष्टं मतिः |,अस्तिनास्तिदिष्टम् १/१ मतिः १/१,अस्ति-नास्ति-दिष्टम् १/१ मतिः  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44051: तदस्य,
4,4,61,44061,3408,1611,4.4.61,,,,,,4.4.61,शीलम् |,शीलम् १/१,शीलम्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44051: तदस्य,
4,4,62,44062,1439,1612,4.4.62,,,,,,4.4.62,छत्रादिभ्यो णः |,छत्रादिभ्यः ५/३ णः १/१,छत्र-आदिभ्यः ५/३  णः  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44051: तदस्य | 44061: शीलम्,
4,4,63,44063,1029,1614,4.4.63,,,,,,4.4.63,कर्माध्ययने वृत्तम् |,कर्म १/१ अध्ययने ७/१ वृत्तम् १/१,कर्म १/१ अध्ययने ७/१  वृत्तम्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44051: तदस्य,
4,4,64,44064,2615,1615,4.4.64,,,,,,4.4.64,बह्वच्पूर्वपदाट्ठच् |,बह्वच्पूर्वपदात् ५/१ ठच् १/१,बहु-अच्-पूर्वपदात् ५/१ ठच्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44051: तदस्य | 44063: कर्माध्ययने वृत्तम्,
4,4,65,44065,3939,1616,4.4.65,,,,,,4.4.65,हितं भक्षाः |,हितम् १/१ भक्षाः १/३,हितम् १/१ भक्षाः  १/३,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44051: तदस्य,
4,4,66,44066,1634,1617,4.4.66,,,,,,4.4.66,तदस्मै दीयते नियुक्तम् |,तत् १/१ अस्मै ४/१ दीयते (क्रियापदम्) नियुक्तम् १/१,तत् १/१  अस्मै ४/१ दीयते (क्रियापदम्)  नियुक्तम्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक्,
4,4,67,44067,3449,1618,4.4.67,,,,,,4.4.67,श्राणामांसौदनाट्टिठन् |,श्राणामांसौदनात् ५/१ टिठन् १/१,श्राणा-मांस-ओदनात् ५/१ टिठन्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44066: तदस्मै दीयते नियुक्तम्,
4,4,68,44068,2641,1619,4.4.68,,,,,,4.4.68,भक्तादणन्यतरस्याम् |,भक्तात् ५/१ अण् १/१ अन्यतरस्याम् ७/१,भक्तात् ५/१  अण् १/१ अन्यतरस्याम् ७/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44066: तदस्मै दीयते नियुक्तम्,
4,4,69,44069,1617,1620,4.4.69,,,,,,4.4.69,तत्र नियुक्तः |,तत्र ०/० नियुक्तः १/१,तत्र ०/० नियुक्तः  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक्,
4,4,70,44070,22,1621,4.4.70,,,,,,4.4.70,अगारान्ताट्ठन् |,अगारान्तात् ५/१ ठन् १/१,अगार-अन्तात् ५/१ ठन्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44069: तत्र नियुक्तः,
4,4,71,44071,162,1622,4.4.71,,,,,,4.4.71,अध्यायिन्यदेशकालात्‌ |,अध्यायिनि ७/१ अदेशकालात् ५/१,अध्यायिनि ७/१ अदेशकालात् ५/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44069: तत्र,
4,4,72,44072,960,1623,4.4.72,,,,,,4.4.72,कठिनान्तप्रस्तारसंस्थानेषु व्यवहरति |,कठिनान्तप्रस्तारसंस्थानेषु ७/३ व्यवहरति (क्रियापदम्),कठिनान्त-प्रस्तार-संस्थानेषु ७/३  व्यवहरति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44069: तत्र,
4,4,73,44073,2165,1624,4.4.73,,,,,,4.4.73,निकटे वसति |,निकटे ७/१ वसति (क्रियापदम्),निकटे ७/१  वसति  (क्रियापदम्),31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44001: ठक् | 44069: तत्र,
4,4,74,44074,574,1625,4.4.74,,,,,,4.4.74,आवसथात् ष्ठल् |,आवसथात् ५/१ ष्ठल् १/१,आवसथात् ५/१   ष्ठल्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44069: तत्र | 44073: वसति,
4,4,75,44075,2523,1626,4.4.75,अधिकारः,,,,44075-51136,4.4.75,प्राग्घिताद्यत्‌ |,प्राक् ०/० हितात् ५/१ यत् १/१,प्राक् ०/०  हितात् ५/१  यत् १/१,31001: प्रत्ययः | 31002: परः च | 41076: तद्धिताः,
4,4,76,44076,1655,1627,4.4.76,,,,,,4.4.76,तद्वहति रथयुगप्रासङ्गम् |,तत् २/१ वहति (क्रियापदम्) रथयुगप्रासङ्गम् २/१,तत् २/१ वहति (क्रियापदम्) रथ-युग-प्रासङ्गम्  २/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44075: यत्,
4,4,77,44077,2006,1628,4.4.77,,,,,,4.4.77,धुरो यड्ढकौ |,धुरः ५/१ यड्‍ढकौ १/२,धुरः ५/१ यत्-ढकौ  १/२,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44076: तद्वहति,
4,4,78,44078,1245,1630,4.4.78,,,,,,4.4.78,खः सर्वधुरात्‌ |,खः १/१ सर्वधुरात् ५/१,खः १/१ सर्वधुरात् ५/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44076: तद्वहति,
4,4,79,44079,880,1631,4.4.79,,,,,,4.4.79,एकधुराल्लुक् च |,एकधुरात् ५/१ लुक् १/१ च ०/०,एकधुरात् ५/१ लुक् १/१ च  ०/०,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44076: तद्वहति | 44078: खः,
4,4,80,44080,3343,1632,4.4.80,,,,,,4.4.80,शकटादण् |,शकटात् ५/१ अण् १/१,शकटात् ५/१  अण्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44076: तद्वहति,
4,4,81,44081,3918,1633,4.4.81,,,,,,4.4.81,हलसीराट्ठक् |,हलसीरात् ५/१ ठक् १/१,हलसीरात् ५/१ ठक्  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44076: तद्वहति,
4,4,82,44082,3535,1634,4.4.82,,,,,,4.4.82,संज्ञायां जन्याः |,संज्ञायाम् ७/१ जन्याः ५/१,संज्ञायाम् ७/१ जन्याः  ५/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44076: तद्वहति,
4,4,83,44083,3169,1635,4.4.83,,,,,,4.4.83,विध्यत्यधनुषा |,विध्यति (क्रियापदम्) अधनुषा ३/१,विध्यति (क्रियापदम्) अधनुषा  ३/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44076: तद्वहति,
4,4,84,44084,1987,1636,4.4.84,,,,,,4.4.84,धनगणं लब्धा |,धनगणम् २/१ लब्धा १/१,धन-गणम् २/१ लब्धा  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44075: यत् | 44076: तत्,
4,4,85,44085,256,1637,4.4.85,,,,,,4.4.85,अन्नाण्णः |,अन्नात् ५/१ णः १/१,अन्नात् ५/१  णः  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44076: तत् | 44084: लब्धा,
4,4,86,44086,3085,1638,4.4.86,,,,,,4.4.86,वशं गतः |,वशम् २/१ गतः १/१,वशम् २/१ गतः  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44075: यत् | 44076: तत्,
4,4,87,44087,2282,1639,4.4.87,,,,,,4.4.87,पदमस्मिन् दृश्यम्‌ |,पदम् १/१ अस्मिन् ७/१ दृश्यम् १/१,पदम् १/१ अस्मिन् ७/१ दृश्यम् १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44075: यत्,
4,4,88,44088,2792,1640,4.4.88,,,,,,4.4.88,मूलमस्याबर्हि |,मूलम् १/१ अस्य ६/१ आबर्हि १/१,मूलम् १/१ अस्य ६/१  आबर्हि  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44075: यत्,
4,4,89,44089,3536,1641,4.4.89,,,,,,4.4.89,संज्ञायां धेनुष्या |,संज्ञायाम् ७/१ धेनुष्या १/१,संज्ञायाम् ७/१ धेनुष्या  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44075: यत्,
4,4,90,44090,1305,1642,4.4.90,,,,,,4.4.90,गृहपतिना संयुक्ते ञ्यः |,गृहपतिना ३/१ संयुक्ते ७/१ ञ्यः १/१,गृहपतिना ३/१ संयुक्ते ७/१  ञ्यः  १/१,31001: प्रत्ययः | 31002: परः च | 41001: ङ्याप्प्रातिपदिकात् | 41076: तद्धिताः | 44089: संज्ञायाम्,
