Adhyaaya # अध्यायः,Paada # पादः,Sutra_num सू. सं.,Sutra_krama सू. क्र. सं,Akaaraadi_krama अकारादि क्र. सं,Kaumudi_krama कौमुदी क्र. सं,Sutra_id पूर्ण सू. सं.,Sutra_type सूत्रलक्षणम्‌,Term संज्ञा,Metarule परिभाषा,Special_case अतिदेशः,Influence अधिकारः,Commentary व्याख्यानम्‌,Sutra_text सूत्रम्‌,PadacCheda पद्च्छेदः,SamasacCheda समासच्छेदः,Anuvrtti pada sutra # अनुवृत्ति-पदम् सूत्र-सङ्ख्या,PadacCheda_notes
2,1,57,21057,3265,735,2.1.57,संज्ञा,तत्पुरुषः,,,,2.1.57,विशेषणं विशेष्येण बहुलम्‌ |,विशेषणम् १/१ विशेष्येण ३/१ बहुलम् १/१,विशेषणम् १/१ विशेष्येण ३/१ बहुलम् १/१,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,58,21058,2428,736,2.1.58,संज्ञा,तत्पुरुषः,,,,2.1.58,पूर्वापरप्रथमचरमजघन्यसमानमध्यमध्यमवीराश्च |,पूर्वापरप्रथमचरमजघन्यसमानमध्यमध्यमवीराः १/३ च ०/०,पूर्व-अपर-प्रथम-चरम-जघन्य-समान-मध्य-मध्यम-वीराः १/३ च ०/०,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन | 21057: विशेषणं विशेष्येण,
2,1,59,21059,3456,737,2.1.59,संज्ञा,तत्पुरुषः,,,,2.1.59,श्रेण्यादयः कृतादिभिः |,श्रेण्यादयः १/३ कृतादिभिः ३/३,श्रेणि-आदयः १/३ कृत-आदिभिः ३/३,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,60,21060,1184,738,2.1.60,संज्ञा,तत्पुरुषः,,,,2.1.60,क्तेन नञ्विशिष्टेनानञ् |,क्तेन ३/१ नञ्विशिष्टेन ३/१ अनञ् १/१,क्तेन ३/१ नञ्-विशिष्टेन ३/१ अनञ् १/१,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,61,21061,3597,739,2.1.61,संज्ञा,तत्पुरुषः,,,,2.1.61,सन्महत्परमोत्तमोत्कृष्टाः पूज्यमानैः |,सन्महत्परमोत्तमोत्कृष्टाः १/३ पूज्यमानैः ३/३,सत्-महत्-परम-उत्तम-उत्कृष्टाः १/३ पूज्यमानैः ३/३,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,62,21062,3294,740,2.1.62,संज्ञा,तत्पुरुषः,,,,2.1.62,वृन्दारकनागकुञ्जरैः पूज्यमानम्‌ |,वृन्दारकनागकुञ्जरैः ३/३ पूज्यमानम् १/१,वृन्दारक-नाग-कुञ्जरैः ३/३ पूज्यमानम् १/१,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,63,21063,968,741,2.1.63,संज्ञा,तत्पुरुषः,,,,2.1.63,कतरकतमौ जातिपरिप्रश्ने |,कतरकतमौ १/२ जातिपरिप्रश्ने ७/१,कतर-कतमौ १/२ जाति-परिप्रश्ने ७/१,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,64,21064,1078,742,2.1.64,संज्ञा,तत्पुरुषः,,,,2.1.64,किं क्षेपे |,किम् १/१ क्षेपे ७/१,किम् १/१ क्षेपे ७/१,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,65,21065,2440,743,2.1.65,संज्ञा,तत्पुरुषः,,,,2.1.65,पोटायुवतिस्तोककतिपयगृष्टिधेनुवशावेहत्बष्कयणीप्रवक्तॄश्रोत्रियाध्यापकधूर्तैर्जातिः |,पोटायुवतिस्तोककतिपयगृष्टिधेनुवशावेहद्वष्कयणीप्रवक्तॄ-श्रोत्रियाध्यापकधूर्तैः ३/३ जातिः १/१,पोटा-युवति-स्तोक-कतिपय-गृष्टि-धेनु-वशा-वेहद्-बष्कयणी-प्रवक्तॄ-श्रोत्रिय-अध्यापक-धूर्तैः ३/३ जातिः १/१,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,66,21066,2504,744,2.1.66,संज्ञा,तत्पुरुषः,,,,2.1.66,प्रशंसावचनैश्च |,प्रशंसावचनैः ३/३ च ०/०,प्रशंसा-वचनैः ३/३ च ०/०,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन | 21065: जातिः,
2,1,67,21067,2869,748,2.1.67,संज्ञा,तत्पुरुषः,,,,2.1.67,युवा खलतिपलितवलिनजरतीभिः |,युवा १/१ खलतिपलितवलिनजरतीभिः ३/३,युवा १/१ खलति-पलित-वलिन-जरतीभिः ३/३,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,68,21068,1144,749,2.1.68,संज्ञा,तत्पुरुषः,,,,2.1.68,कृत्यतुल्याख्या अजात्या |,कृत्यतुल्याख्याः १/३ अजात्या ३/१,कृत्य-तुल्याख्याः १/३ अजात्या ३/१,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,69,21069,3075,750,2.1.69,संज्ञा,तत्पुरुषः,,,,2.1.69,वर्णो वर्णेन |,वर्णः १/१ वर्णेन ३/१,वर्णः १/१ वर्णेन ३/१,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,70,21070,1109,751,2.1.70,संज्ञा,तत्पुरुषः,,,,2.1.70,कुमारः श्रमणाऽऽदिभिः |,कुमारः १/१ श्रमणाऽऽदिभिः ३/३,कुमारः १/१ श्रमणा-आदिभिः ३/३,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,71,21071,1393,753,2.1.71,संज्ञा,तत्पुरुषः,,,,2.1.71,चतुष्पादो गर्भिण्या |,चतुष्पादः १/३ गर्भिण्या ३/१,चतुष्पादः १/३ गर्भिण्या ३/१,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,1,72,21072,2752,754,2.1.72,संज्ञा,तत्पुरुषः,,,,2.1.72,मयूरव्यंसकादयश्च |,मयूरव्यंसकादयः १/३ च ०/०,मयूरव्यंसक-आदयः १/३ च ०/०,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21022: तत्पुरुषः | 21049: समानाधिकरणेन,
2,2,1,22001,2429,712,2.2.1,संज्ञा,तत्पुरुषः,,,,2.2.1,पूर्वापराधरोत्तरमेकदेशिनैकाधिकरणे |,पूर्वापराधरोत्तरम् १/१ एकदेशिना ३/१ एकाधिकरणे ३/१ (तृतीयार्थे सप्तमी),पूर्व-अपर-अधर-उत्तरम् १/१ एकदेशिना ३/१ एकाधिकरणे ३/१ (तृतीयार्थे सप्तमी),21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः,
2,2,2,22002,354,713,2.2.2,संज्ञा,तत्पुरुषः,,,,2.2.2,अर्धं नपुंसकम्‌ |,अर्धम् १/१ नपुंसकम् १/१,अर्धम् १/१ नपुंसकम् १/१,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 22001: एकदेशिना एकाधिकरणे,
2,2,3,22003,1952,714,2.2.3,संज्ञा,तत्पुरुषः,,,,2.2.3,द्वितीयतृतीयचतुर्थतुर्याण्यन्यतरस्याम्‌ |,द्वितीयतृतीयचतुर्थतुर्याणि १/३ अन्यतरस्याम् ०/०,द्वितीय-तृतीय-चतुर्थ-तुर्याणि १/३ अन्यतरस्याम् ०/०,21002: सुप् | 21003: समासः | 21004: सह सुपा | 21011: विभाषा | 21022: तत्पुरुषः | 22001: एकदेशिना एकाधिकरणे,
